,disease,link,overview,symptoms,remedies
10,Patellofemoral pain syndrome,https://www.mayoclinic.org/diseases-conditions/patellofemoral-pain-syndrome/symptoms-causes/syc-20350792,"Patellofemoral (puh-tel-o-FEM-uh-rul) pain syndrome is pain at the front of your knee, around your kneecap (patella). Sometimes called ""runner's knee,"" it's more common in people who participate in sports that involve running and jumping.","['Walk up or down stairs', 'Kneel or squat', 'Sit with a bent knee for long periods of time']",[]
11,Patent ductus arteriosus (PDA),https://www.mayoclinic.org/diseases-conditions/patent-ductus-arteriosus/symptoms-causes/syc-20376145,"Patent ductus arteriosus (PDA) is a persistent opening between the two major blood vessels leading from the heart. The opening (ductus arteriosus) is a normal part of a baby's circulatory system in the womb that usually closes shortly after birth. If it remains open, it's called a patent ductus arteriosus.","['Poor eating, which leads to poor growth', 'Sweating with crying or eating', 'Persistent fast breathing or breathlessness', 'Easy tiring', 'Rapid heart rate']","['Preventing infection. For most people who have a patent ductus arteriosus, regularly brushing and flossing teeth and regular dental checkups are the best ways to help prevent infection.', ""Exercising and play. People and parents of children who have congenital heart defects often worry about the risks of vigorous activity and rough play, even after successful treatment. Although some children and adults might need to limit the amount or type of exercise, most people who have patent ductus arteriosus will lead normal lives. Your or your child's doctor can advise you about which activities are safe.""]"
12,Patent foramen ovale,https://www.mayoclinic.org/diseases-conditions/patent-foramen-ovale/symptoms-causes/syc-20353487,A patent foramen ovale (PFO) is a hole in the heart that didn't close the way it should after birth. The small flaplike opening is between the right and left upper chambers of the heart (atria).,"['The right upper chamber (right atrium). The right atrium receives oxygen-poor blood from your body and pumps it into the right ventricle through the tricuspid valve.', 'The right lower chamber (right ventricle). The right ventricle pumps the blood through a large vessel called the pulmonary artery and into the lungs, where the blood is resupplied with oxygen and carbon dioxide is removed from the blood. The blood is pumped through the pulmonary valve, which closes when the right ventricle relaxes between beats.', 'The left upper chamber (left atrium). The left atrium receives the oxygen-rich blood from the lungs through the pulmonary veins and pumps it into the left ventricle through the mitral valve.', ""The left lower chamber (left ventricle). The left ventricle pumps the oxygen-rich blood through the body's largest blood vessel (aorta) and on to the rest of the body. The blood passes through the aortic valve, which also closes when the left ventricle relaxes.""]","['What caused this to happen?', 'How dangerous is this condition?', 'What treatments are available, and which do you recommend?', 'What are the risks of a procedure to close the patent foramen ovale?', 'I have other health conditions. How can I best manage these conditions together?', 'Should activity be restricted in any way?', 'Could I have passed this condition on to my child?', 'Are there any brochures or other printed material that I can take home with me? What websites do you recommend visiting?']"
13,"Pathological gambling, also known as
Compulsive gambling",https://www.mayoclinic.org/diseases-conditions/compulsive-gambling/symptoms-causes/syc-20355178,"Compulsive gambling, also called gambling disorder, is the uncontrollable urge to keep gambling despite the toll it takes on your life. Gambling means that you're willing to risk something you value in the hope of getting something of even greater value.","['Being preoccupied with gambling, such as constantly planning gambling activities and how to get more gambling money', 'Needing to gamble with increasing amounts of money to get the same thrill', 'Trying to control, cut back or stop gambling, without success', 'Feeling restless or irritable when you try to cut down on gambling', 'Gambling to escape problems or relieve feelings of helplessness, guilt, anxiety or depression', 'Trying to get back lost money by gambling more (chasing losses)', 'Lying to family members or others to hide the extent of your gambling', 'Risking or losing important relationships, a job, or school or work opportunities because of gambling', 'Asking others to bail you out of financial trouble because you gambled money away']",[]
14,"Pathological laughter and crying, also known as
Pseudobulbar affect",https://www.mayoclinic.org/diseases-conditions/pseudobulbar-affect/symptoms-causes/syc-20353737,"Pseudobulbar affect (PBA) is a condition that's characterized by episodes of sudden uncontrollable and inappropriate laughing or crying. Pseudobulbar affect typically occurs in people with certain neurological conditions or injuries, which might affect the way the brain controls emotion.","['Stroke', 'Amyotrophic lateral sclerosis (ALS)', 'Multiple sclerosis (MS)', 'Traumatic brain injury', ""Alzheimer's disease"", ""Parkinson's disease""]",[]
15,"Pathological stealing, also known as
Kleptomania",https://www.mayoclinic.org/diseases-conditions/kleptomania/symptoms-causes/syc-20364732,Kleptomania (klep-toe-MAY-nee-uh) is the recurrent inability to resist urges to steal items that you generally don't really need and that usually have little value. Kleptomania is a rare but serious mental health disorder that can cause much emotional pain to you and your loved ones if not treated.,"[""Inability to resist powerful urges to steal items that you don't need"", 'Feeling increased tension, anxiety or arousal leading up to the theft', 'Feeling pleasure, relief or gratification while stealing', 'Feeling terrible guilt, remorse, self-loathing, shame or fear of arrest after the theft', 'Return of the urges and a repetition of the kleptomania cycle']",[]
16,"PBA, also known as
Pseudobulbar affect",https://www.mayoclinic.org/diseases-conditions/pseudobulbar-affect/symptoms-causes/syc-20353737,"Pseudobulbar affect (PBA) is a condition that's characterized by episodes of sudden uncontrollable and inappropriate laughing or crying. Pseudobulbar affect typically occurs in people with certain neurological conditions or injuries, which might affect the way the brain controls emotion.","['Stroke', 'Amyotrophic lateral sclerosis (ALS)', 'Multiple sclerosis (MS)', 'Traumatic brain injury', ""Alzheimer's disease"", ""Parkinson's disease""]",[]
17,"PCOS, also known as
Polycystic ovary syndrome (PCOS)",https://www.mayoclinic.org/diseases-conditions/pcos/symptoms-causes/syc-20353439,"Polycystic ovary syndrome (PCOS) is a problem with hormones that happens during the reproductive years. If you have PCOS, you may not have periods very often. Or you may have periods that last many days. You may also have too much of a hormone called androgen in your body.","[""Irregular periods. Having few menstrual periods or having periods that aren't regular are common signs of PCOS. So is having periods that last for many days or longer than is typical for a period. For example, you might have fewer than nine periods a year. And those periods may occur more than 35 days apart. You may have trouble getting pregnant."", 'Too much androgen. High levels of the hormone androgen may result in excess facial and body hair. This is called hirsutism. Sometimes, severe acne and male-pattern baldness can happen, too.', 'Polycystic ovaries. Your ovaries might be bigger. Many follicles containing immature eggs may develop around the edge of the ovary. The ovaries might not work the way they should.']","['Stay at a healthy weight. Weight loss can lower insulin and androgen levels. It also may restore ovulation. Ask your health care provider about a weight-control program, if you need one. Meet with a registered dietitian for help in reaching weight-loss goals.', 'Limit carbohydrates. High-carbohydrate diets might make insulin levels go higher. Ask your provider if a low-carbohydrate diet could help if you have PCOS. Choose complex carbohydrates, which raise your blood sugar levels more slowly. Complex carbohydrates are found in fruits, vegetables, whole grains and cooked dry beans and peas.', 'Be active. Exercise helps lower blood sugar levels. If you have PCOS, increasing your daily activity and getting regular exercise may treat or even prevent insulin resistance. Being active may also help you keep your weight under control and avoid developing diabetes.']"
18,"PDA, also known as
Patent ductus arteriosus (PDA)",https://www.mayoclinic.org/diseases-conditions/patent-ductus-arteriosus/symptoms-causes/syc-20376145,"Patent ductus arteriosus (PDA) is a persistent opening between the two major blood vessels leading from the heart. The opening (ductus arteriosus) is a normal part of a baby's circulatory system in the womb that usually closes shortly after birth. If it remains open, it's called a patent ductus arteriosus.","['Poor eating, which leads to poor growth', 'Sweating with crying or eating', 'Persistent fast breathing or breathlessness', 'Easy tiring', 'Rapid heart rate']","['Preventing infection. For most people who have a patent ductus arteriosus, regularly brushing and flossing teeth and regular dental checkups are the best ways to help prevent infection.', ""Exercising and play. People and parents of children who have congenital heart defects often worry about the risks of vigorous activity and rough play, even after successful treatment. Although some children and adults might need to limit the amount or type of exercise, most people who have patent ductus arteriosus will lead normal lives. Your or your child's doctor can advise you about which activities are safe.""]"
19,Peanut allergy,https://www.mayoclinic.org/diseases-conditions/peanut-allergy/symptoms-causes/syc-20376175,"Peanut allergy is one of the most common causes of severe allergy attacks. For some people with peanut allergy, even tiny amounts of peanuts can cause a serious reaction that can even be life-threatening (anaphylaxis).","['Skin reactions, such as hives, redness or swelling', 'Itching or tingling in or around the mouth and throat', 'Digestive problems, such as diarrhea, stomach cramps, nausea or vomiting', 'Tightening of the throat', 'Shortness of breath or wheezing', 'Runny nose']","[""Never assume that a food doesn't contain peanuts. Peanuts may be in foods that you had no idea contained them. Always read labels on manufactured foods to make sure they don't contain peanuts or peanut products. Manufactured foods are required to clearly state whether foods contain any peanuts and if they were produced in factories that also process peanuts.\nEven if you think you know what's in a food, check the label. Ingredients may change."", ""Don't ignore a label that says a food was produced in a factory that processes peanuts. Most people with a peanut allergy need to avoid all products that could contain even trace amounts of peanuts."", 'When in doubt, say ""no thanks."" At restaurants and social gatherings, you\'re always taking a risk that you might accidentally eat peanuts. Many people don\'t understand the seriousness of an allergic food reaction, and may not realize that a tiny amount of a food can cause a severe reaction. If you are at all worried that a food may contain something you\'re allergic to, don\'t try it.', 'Be prepared for a reaction. Talk with your doctor about carrying emergency medications in case of a severe reaction.']"
20,Pectus excavatum,https://www.mayoclinic.org/diseases-conditions/pectus-excavatum/symptoms-causes/syc-20355483,"Pectus excavatum is a condition in which the person's breastbone is sunken into the chest. In severe cases, pectus excavatum can look as if the center of the chest has been scooped out, leaving a deep dent.","['Decreased exercise tolerance', 'Rapid heartbeat or heart palpitations', 'Recurrent respiratory infections', 'Wheezing or coughing', 'Chest pain', 'Heart murmur', 'Fatigue', 'Dizziness']",[]
21,Pediatric brain tumors,https://www.mayoclinic.org/diseases-conditions/pediatric-brain-tumor/symptoms-causes/syc-20361694,Pediatric brain tumors are masses or growths of abnormal cells that occur in a child's brain or the tissue and structures that are near it. Many different types of pediatric brain tumors exist — some are noncancerous (benign) and some are cancerous (malignant).,"['Headaches, which may become more frequent and more severe', 'Feeling of increased pressure in the head', 'Unexplained nausea or vomiting', 'Abrupt onset of vision problems, such double vision']",[]
22,Pediatric obstructive sleep apnea,https://www.mayoclinic.org/diseases-conditions/pediatric-sleep-apnea/symptoms-causes/syc-20376196,Pediatric obstructive sleep apnea is a sleep disorder in which your child's breathing is partially or completely blocked repeatedly during sleep. The condition is due to narrowing or blockage of the upper airway during sleep.,"['Snoring', 'Pauses in breathing', 'Restless sleep', 'Snorting, coughing or choking', 'Mouth breathing', 'Nighttime sweating', 'Bed-wetting', 'Sleep terrors']","['Avoid airway irritants and allergens. All children, but especially those with pediatric obstructive sleep apnea, should be kept away from exposure to tobacco smoke or other indoor allergens or pollutants, as they can cause airway irritation and congestion.', 'Weight loss. Doctors may recommend that your child lose weight if he or she is obese. Your doctor can provide you and your child with diet and nutrition information, or refer your child to other specialists with expertise in managing obesity.']"
23,Pediatric white blood cell disorders,https://www.mayoclinic.org/diseases-conditions/pediatric-white-blood-cell-disorders/symptoms-causes/syc-20352674,"Your body produces white blood cells (leukocytes), which help fight bacterial infections, viruses and fungi. If your child has too few or too many white blood cells, in general, here's what it means:",[],[]
24,"Pediculosis capitis, also known as
Head lice",https://www.mayoclinic.org/diseases-conditions/head-lice/symptoms-causes/syc-20356180,Head lice are tiny insects that feed on blood from the human scalp. Head lice most often affect children. The insects usually spread through direct transfer from the hair of one person to the hair of another.,"['Itching. The most common symptom of head lice is itching on the scalp, neck and ears. This is an allergic reaction to louse bites. When a person has head lice for the first time, itching may not occur for 4 to 6 weeks.', ""Lice on scalp. You may be able to see the lice, but they're often hard to spot because they're small, avoid light and move quickly."", ""Lice eggs (nits) on hair shafts. Nits stick to hair shafts and may be hard to see because they're very tiny. They're easiest to spot around the ears and the hairline of the neck. Empty nits may be easier to spot because they're lighter in color and further from the scalp. However, the presence of nits doesn't mean there are live lice."", 'Sores on the scalp, neck and shoulders. Scratching can lead to small, red bumps that may sometimes get infected with bacteria.']","['Tea tree oil', 'Anise oil', 'Ylang-ylang oil']"
25,Pelvic inflammatory disease (PID),https://www.mayoclinic.org/diseases-conditions/pelvic-inflammatory-disease/symptoms-causes/syc-20352594,"Pelvic inflammatory disease (PID) is an infection of the female reproductive organs. It most often occurs when sexually transmitted bacteria spread from your vagina to your uterus, fallopian tubes or ovaries.","['Pain — ranging from mild to severe — in your lower abdomen and pelvis', 'Unusual or heavy vaginal discharge that may have an unpleasant odor', 'Unusual bleeding from the vagina, especially during or after sex, or between periods', 'Pain during sex', 'Fever, sometimes with chills', 'Painful, frequent or difficult urination']",[]
26,Pelvic organ prolapse,https://www.mayoclinic.org/diseases-conditions/pelvic-organ-prolapse/symptoms-causes/syc-20360557,"When the muscles and ligaments supporting a woman's pelvic organs weaken, the pelvic organs can drop lower in the pelvis, creating a bulge in the vagina (prolapse). Women most commonly develop pelvic organ prolapse years after childbirth, after a hysterectomy or after menopause. If you have symptoms, such as a feeling of pressure in your pelvic area, see your health care provider.",[],[]
27,"Pelvic pain, chronic, also known as
Chronic pelvic pain in women",https://www.mayoclinic.org/diseases-conditions/chronic-pelvic-pain/symptoms-causes/syc-20354368,Chronic pelvic pain is pain in the area below your bellybutton and between your hips that lasts six months or longer.,"['Severe and steady pain', 'Pain that comes and goes (intermittent)', 'Dull aching', 'Sharp pains or cramping', 'Pressure or heaviness deep within your pelvis']","[""Make a list of any signs and symptoms you're experiencing. Include any that may seem unrelated to the reason for your appointment."", 'Make a note of key medical information. Include any major stresses or recent life changes.', ""Make a list of all medications and the doses. Include any prescription and nonprescription drugs, vitamins or other supplements you're taking."", 'Consider taking a family member or friend along. Sometimes it can be difficult to remember all the information provided during an appointment. Someone who goes with you may remember something that you missed or forgot.', 'Prepare questions. Your time with your doctor is limited, so preparing a list of questions can help you make the most of your time together.']"
28,"Pelvic support problems, uterine prolapse, also known as
Uterine prolapse",https://www.mayoclinic.org/diseases-conditions/uterine-prolapse/symptoms-causes/syc-20353458,"Uterine prolapse occurs when pelvic floor muscles and ligaments stretch and weaken until they no longer provide enough support for the uterus. As a result, the uterus slips down into or protrudes out of the vagina.","['Seeing or feeling tissue bulge out of the vagina', 'Feeling heaviness or pulling in the pelvis', ""Feeling like the bladder doesn't empty all the way when you use the bathroom"", 'Problems with leaking urine, also called incontinence', 'Trouble having a bowel movement and needing to press the vagina with your fingers to help have a bowel movement', ""Feeling as if you're sitting on a small ball"", 'Feeling as if you have vaginal tissue rubbing on clothing', 'Pressure or discomfort in the pelvis or low back', 'Sexual concerns, such as feeling as though the vaginal tissue is loose']","['Strengthen the muscles that support pelvic structures', 'Eat high-fiber foods and drink lots of fluids to avoid constipation', 'Avoid bearing down during bowel movements', 'Avoid heavy lifting', 'Control coughing', ""Lose weight if you're overweight"", 'Quit smoking']"
29,Pemphigus,https://www.mayoclinic.org/diseases-conditions/pemphigus/symptoms-causes/syc-20350404,"Pemphigus is a disease that causes blisters and sores on the skin or mucous membranes, such as in the mouth or on the genitals.","[""Pemphigus vulgaris. This type usually begins with blisters in your mouth and then on your skin or genital mucous membranes. The blisters typically are painful but don't itch. Blisters in your mouth or throat may make it hard to swallow and eat."", ""Pemphigus foliaceus. This type causes blisters on the chest, back and shoulders. The blisters tend to be more itchy than painful. Pemphigus foliaceus doesn't cause mouth blisters.""]","[""Follow your doctor's wound care instructions. Taking good care of your wounds can help prevent infection and scarring. Your doctor may have recommendations for over-the-counter creams that help control pain."", 'Gently wash your skin. Use mild soap and apply moisturizer afterward.', 'Protect your skin. Avoid activities that may hurt the skin.', 'Avoid certain foods. Blisters in your mouth could be triggered or irritated by spicy, hot or abrasive foods.', 'Minimize sun exposure. Ultraviolet light may trigger new blisters.', 'Talk with your dentist about maintaining good oral health. If you have blisters in your mouth, it may be difficult to brush your teeth properly. Ask your dentist what you can do to protect your oral health.']"
30,Penicillin allergy,https://www.mayoclinic.org/diseases-conditions/penicillin-allergy/symptoms-causes/syc-20376222,Penicillin allergy is an abnormal reaction of your immune system to the antibiotic drug penicillin. Penicillin is prescribed for treating various bacterial infections.,"['Skin rash', 'Hives', 'Itching', 'Fever', 'Swelling', 'Shortness of breath', 'Wheezing', 'Runny nose', 'Itchy, watery eyes', 'Anaphylaxis']",[]
31,Peptic ulcer,https://www.mayoclinic.org/diseases-conditions/peptic-ulcer/symptoms-causes/syc-20354223,Peptic ulcers are open sores that develop on the inside lining of your stomach and the upper portion of your small intestine. The most common symptom of a peptic ulcer is stomach pain.,"['Burning stomach pain', 'Feeling of fullness, bloating or belching', 'Intolerance to fatty foods', 'Heartburn', 'Nausea']","['Consider switching pain relievers. If you use pain relievers regularly, ask your doctor whether acetaminophen (Tylenol, others) may be an option for you.', 'Control stress. Stress may worsen the signs and symptoms of a peptic ulcer. Consider the sources of your stress and do what you can to address the causes. Some stress is unavoidable, but you can learn to cope with stress with exercise, spending time with friends or writing in a journal.', ""Don't smoke. Smoking may interfere with the protective lining of the stomach, making your stomach more susceptible to the development of an ulcer. Smoking also increases stomach acid."", 'Limit or avoid alcohol. Excessive use of alcohol can irritate and erode the mucous lining in your stomach and intestines, causing inflammation and bleeding.']"
32,"Perforated eardrum, also known as
Ruptured eardrum (perforated eardrum)",https://www.mayoclinic.org/diseases-conditions/ruptured-eardrum/symptoms-causes/syc-20351879,A ruptured eardrum (tympanic membrane perforation) is a hole or tear in the thin tissue that separates the ear canal from the middle ear (eardrum).,"['Ear pain that may subside quickly', 'Mucuslike, pus-filled or bloody drainage from the ear', 'Hearing loss', 'Ringing in the ear (tinnitus)', 'Spinning sensation (vertigo)', 'Nausea or vomiting that can result from vertigo']","['Keeping the ear dry. Place a waterproof silicone earplug or cotton ball coated with petroleum jelly in the ear when showering or bathing.', 'Refraining from cleaning the ears. Give the eardrum time to heal completely.', 'Avoiding blowing your nose. The pressure created when blowing your nose can damage the healing eardrum.']"
33,Pericardial effusion,https://www.mayoclinic.org/diseases-conditions/pericardial-effusion/symptoms-causes/syc-20353720,"Pericardial effusion (per-e-KAHR-dee-ul uh-FU-zhun) is the buildup of too much fluid in the double-layered, saclike structure around the heart (pericardium).","['Shortness of breath or difficulty breathing (dyspnea)', 'Discomfort when breathing while lying down', 'Chest pain, usually behind the breastbone or on the left side of the chest', 'Chest fullness', 'Lightheadedness or feeling faint', 'Swelling in the abdomen or legs']",[]
34,"Pericardial inflammation, also known as
Pericarditis",https://www.mayoclinic.org/diseases-conditions/pericarditis/symptoms-causes/syc-20352510,"Pericarditis is swelling and irritation of the thin, saclike tissue surrounding the heart (pericardium). Pericarditis often causes sharp chest pain. The chest pain occurs when the irritated layers of the pericardium rub against each other.","['Spread to the left shoulder and neck', 'Get worse when coughing, lying down or taking a deep breath', 'Get better when sitting up or leaning forward']","[""Write down any symptoms you're having and for how long. Also note if you've had similar symptoms that have come and gone in the past."", ""Make a list of your key medical information, including other recent health concerns you've had and the names of any prescription and over-the-counter medications you're taking."", 'Ask a family member or friend to come with you to the appointment, if possible. Someone who goes with you can help remember what the health care provider says.', 'Write down the questions you want to be sure to ask your health care provider.']"
35,Pericarditis,https://www.mayoclinic.org/diseases-conditions/pericarditis/symptoms-causes/syc-20352510,"Pericarditis is swelling and irritation of the thin, saclike tissue surrounding the heart (pericardium). Pericarditis often causes sharp chest pain. The chest pain occurs when the irritated layers of the pericardium rub against each other.","['Spread to the left shoulder and neck', 'Get worse when coughing, lying down or taking a deep breath', 'Get better when sitting up or leaning forward']","[""Write down any symptoms you're having and for how long. Also note if you've had similar symptoms that have come and gone in the past."", ""Make a list of your key medical information, including other recent health concerns you've had and the names of any prescription and over-the-counter medications you're taking."", 'Ask a family member or friend to come with you to the appointment, if possible. Someone who goes with you can help remember what the health care provider says.', 'Write down the questions you want to be sure to ask your health care provider.']"
36,Perimenopause,https://www.mayoclinic.org/diseases-conditions/perimenopause/symptoms-causes/syc-20354666,"Perimenopause means ""around menopause"" and refers to the time during which your body makes the natural transition to menopause, marking the end of the reproductive years. Perimenopause is also called the menopausal transition.","[""Irregular periods. As ovulation becomes more unpredictable, the length of time between periods may be longer or shorter, your flow may be light to heavy, and you may skip some periods. If you have a persistent change of seven days or more in the length of your menstrual cycle, you may be in early perimenopause. If you have a space of 60 days or more between periods, you're likely in late perimenopause."", 'Hot flashes and sleep problems. Hot flashes are common during perimenopause. The intensity, length and frequency vary. Sleep problems are often due to hot flashes or night sweats, but sometimes sleep becomes unpredictable even without them.', 'Mood changes. Mood swings, irritability or increased risk of depression may happen during perimenopause. The cause of these symptoms may be sleep disruption associated with hot flashes. Mood changes may also be caused by factors not related to the hormonal changes of perimenopause.', 'Vaginal and bladder problems. When estrogen levels diminish, your vaginal tissues may lose lubrication and elasticity, making intercourse painful. Low estrogen may also leave you more vulnerable to urinary or vaginal infections. Loss of tissue tone may contribute to urinary incontinence.', ""Decreasing fertility. As ovulation becomes irregular, your ability to conceive decreases. However, as long as you're having periods, pregnancy is still possible. If you wish to avoid pregnancy, use birth control until you've had no periods for 12 months."", 'Changes in sexual function. During perimenopause, sexual arousal and desire may change. But if you had satisfactory sexual intimacy before menopause, this will likely continue through perimenopause and beyond.', 'Loss of bone. With declining estrogen levels, you start to lose bone more quickly than you replace it, increasing your risk of osteoporosis — a disease that causes fragile bones.', 'Changing cholesterol levels. Declining estrogen levels may lead to unfavorable changes in your blood cholesterol levels, including an increase in low-density lipoprotein (LDL) cholesterol — the ""bad"" cholesterol — which contributes to an increased risk of heart disease. At the same time, high-density lipoprotein (HDL) cholesterol — the ""good"" cholesterol — decreases in many women as they age, which also increases the risk of heart disease.']","[""Ease vaginal discomfort. Use over-the-counter, water-based vaginal lubricants (Astroglide, K-Y Liquid, others) or moisturizers (Replens, Vagisil Prohydrate, others). Choose products that don't contain glycerin, which can cause burning or irritation in women who are sensitive to that chemical. Staying sexually active also helps by increasing blood flow to the vagina."", ""Eat healthy. Because your risk of osteoporosis and heart disease increases at this time, a healthy diet is more important than ever. Adopt a low-fat, high-fiber diet that's rich in fruits, vegetables and whole grains. Add calcium-rich foods. Avoid alcohol and caffeine if they seem to trigger hot flashes. Ask your doctor if you should also take a calcium supplement and if so, what type and how much — also ask if you need more vitamin D, which helps your body absorb calcium."", 'Be active. Regular exercise and physical activity helps prevent weight gain, improves your sleep and elevates your mood. Try to exercise for 30 minutes or more on most days of the week, although not right before bedtime. Regular exercise has been shown to reduce hip fracture risk in older women and to strengthen bone density.', 'Get enough sleep. Try to keep a consistent sleep schedule. Avoid caffeine, which can make it hard to get to sleep, and avoid drinking too much alcohol, which can interrupt sleep.', 'Practice stress-reduction techniques. Practiced regularly, stress-reduction techniques, such as meditation or yoga, can promote relaxation and good health throughout your lifetime, but they may be particularly helpful during the menopausal transition.']"
